location_group,location_type,location_code,location,latitude,longitude
Mobil,Metrobus,Metrobus-O5053,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1012,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4586,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2017,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2135,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1590,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M4 KURTKOY,PENDİK,40.9101700000,29.2970200000
Mobil,Otobus 4G,IETT-M2561,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3291,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,Park,031-Maltepe Orhangazi Sehir Parki,MALTEPE,40.9245300000,29.1211900000
Hizmet Binasi,Bina,061-Sariyer Yol Bakim,SARIYER,41.1554900000,29.0250400000
Mobil,Metrobus,Metrobus-M4619,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5054,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3157,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1147,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2523,IETT Otobus,0.0000000000,0.0000000000
Metrobus Duragi,Metrobus Duragi,069-Edirnekapi Metrobus Duragi,EYÜPSULTAN,41.0334500000,28.9296100000
Mobil,Ulasim A.S.,IETT-C1502,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2089,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Sile Ahmetli Koyu Meydan,ŞİLE,41.1486700000,29.5792100000
Mobil,Otobus 4G,IETT-K1189,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,IGDAS_Buyukada,ADALAR,40.8733000000,29.1297400000
Mobil,Metrobus,Metrobus-M4886,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1795,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3297,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M5-03-Baglarbasi,ÜSKÜDAR,41.0216300000,29.0357700000
Koyler,Koy,070-Beykoz Alibahadir Koyu Meydan,BEYKOZ,41.1796600000,29.2030000000
Yesil Alan,Park,031-Maltepe Idealtepe 50.Yil Parki,MALTEPE,40.9407800000,29.1232600000
Diger,AvrupaMeydan,018-Kagithane Sanayi Mahallesi,KAĞITHANE,41.0907400000,29.0053500000
Hizmet Binasi,Bina,001-Buyukcekmece Istihdam Ofisi,BÜYÜKÇEKMECE,41.0231000000,28.5878100000
Otobus Duragi,Durak,038-Sariyer Beyaz Park Otobus Duragi,SARIYER,41.1636200000,29.0502300000
Mobil,Metrobus,Metrobus-M4756,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2243,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Kres,068-Sultangazi Yuvamiz Istanbul,SULTANGAZİ,41.1054900000,28.8753900000
Mobil,Otobus 4G,IETT-O2104,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1082,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1766,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Zeytinburnu Acil Yardim Can Kurtarma Mudurlugu,ZEYTİNBURNU,41.0007100000,28.8881800000
Mobil,Otobus 4G,IETT-B5116,IETT Otobus,0.0000000000,0.0000000000
Otobus Duragi,Durak,038-Bostanci Koprusu Otobus Duragi,KADIKÖY,40.9654400000,29.1044000000
Spor Tesisi,Spor,025-Yenikapi Bisiklet Dernegi,FATİH,40.9989600000,28.9404300000
Mobil,Otobus 3G,IETT-O3112,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2191,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1115,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1538,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1044,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2352,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2325,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,059-Catalca Mezarliklar,ÇATALCA,41.1483800000,28.4499700000
Diger,Kamp,029-Florya Engelliler Kampi,BAKIRKÖY,40.9601500000,28.8125700000
Hizmet Binasi,Bina,033-Sariyer Gumusdere Hayvan Barinagi,SARIYER,41.2557500000,28.9580000000
Kultur Merkezi,KulturMerkezi,013-Musahipzade Celal Sahnesi,ÜSKÜDAR,41.0195200000,29.0129800000
Mobil,Otobus 4G,IETT-O1042,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1013,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2134,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1593,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,018-Florya Sahil,BAKIRKÖY,40.9631300000,28.8006800000
Mobil,Otobus 4G,IETT-K1237,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3156,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1278,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2057,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M8-03-DUDULLU,ÜMRANİYE,41.0156400000,29.1628300000
Mobil,Otobus 4G,IETT-M4731,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B4009,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,IGDAS_Beylikduzu,BEYLİKDÜZÜ,41.0121200000,28.6491200000
Mobil,Otobus 4G,IETT-K1114,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3208,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2144,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5094,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5289,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2358,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1711,IETT Otobus,0.0000000000,0.0000000000
Diger,Kamp,029-Marmaracik Yaz Kampi,SARIYER,41.2432300000,29.0908200000
Spor Tesisi,Spor,025-Sancaktepe Taha Akgul Spor Kompleksi,SANCAKTEPE,40.9784800000,29.2330500000
Hizmet Binasi,Bina,METRO-M2-13-ITU,SARIYER,41.1084600000,29.0220900000
Mobil,Otobus 4G,IETT-M4757,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1015,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2157,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2019,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3207,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Basaksehir Muhsin Ertugrul Caddesi ,BAŞAKŞEHİR,41.0669600000,28.7785900000
Mobil,Otobus 3G,IETT-K1651,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3136,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1024,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1128,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,ULASIMAS-B1955,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2559,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3270,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-FINDIKZADE,FATİH,41.0118000000,28.9402600000
Mobil,Otobus 4G,IETT-O1073,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5381,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 05,METRO M2,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Bayrampasa Ozgem,BAYRAMPAŞA,41.0482200000,28.9138100000
Mobil,Otobus 3G,IETT-K1664,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2043,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2202,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Beykoz Ogumce Koyu Meydan,BEYKOZ,41.1653600000,29.2672000000
Mobil,Otobus 4G,IETT-K1042,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1066,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Catalca Celep Koyu Meydan,ÇATALCA,41.3644900000,28.5000500000
Mobil,Otobus 4G,IETT-K1043,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O4013,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1560,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4853,IETT Metrobus,0.0000000000,0.0000000000
Sehir Hatlari Vapuru,Sehir Hatlari Vapuru,SH-KADIKOY-1,Sehir Hatlari Vapuru,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2173,IETT Otobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34FEH714,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4907,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2219,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1825,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2066,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4649,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3057,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4680,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2167,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Besyuzevler Yuruyus Yolu,GAZİOSMANPAŞA,41.0688500000,28.8974500000
Hizmet Binasi,Bina,METRO-M7-08-NurtepeSor,KAĞITHANE,41.0801600000,28.9635900000
Hizmet Binasi,Bina,001-Eyup Guzeltepe Vektorler Ile Mucadele Birimi ,EYÜPSULTAN,41.0827800000,28.9621400000
Hizmet Binasi,Bina,001-IBB Bakirkoy Ek Hizmet Binasi,BAKIRKÖY,40.9996000000,28.8848200000
Mobil,Otobus 3G,IETT-K1558,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2557,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,M6-04-HisarustuSor,BEŞİKTAŞ,41.0507000000,29.0243900000
Mobil,Otobus 4G,IETT-O1088,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4634,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5347,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2252,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2292,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1243,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T5-EYUPSULTAN-TELEFERIK,EYÜPSULTAN,41.0504300000,28.9351600000
Sosyal Tesis,Sosyal,024-Camlica Sosyal Tesisleri,ÜSKÜDAR,41.0278500000,29.0690700000
Mobil,Otobus 4G,IETT-M2076,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4740,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2100,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1059,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5049,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4806,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4567,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3118,IETT Otobus,0.0000000000,0.0000000000
Otobus Duragi,Durak,038-Kucukcekmece E5 Otobus Duragi,KÜÇÜKÇEKMECE,40.9866900000,28.7689700000
Mobil,Metrobus,Metrobus-M3196,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5069,IETT Metrobus,0.0000000000,0.0000000000
Diger,Peron,IETT Peron-Kartal-Out,KARTAL,40.9069100000,29.2074100000
Diger,AvrupaMeydan,018-Caglayan Meydan,KAĞITHANE,41.0696000000,28.9788800000
Kutuphane,Kutuphane,014-Idris Gulluce Kutuphanesi,TUZLA,40.8500700000,29.3030500000
Spor Tesisi,Spor,025-Kartal Hasan Dogan Spor Kompleksi,KARTAL,40.8924500000,29.1899600000
Mobil,Ulasim A.S.,IETT-B1882,IETT Otobus,0.0000000000,0.0000000000
Turistik Mekan,Turistik,015-Asiyan Muzesi,BEŞİKTAŞ,41.0825100000,29.0538600000
Diger,Garaj,IETT Garaj-Yunus-In,KARTAL,40.8894000000,29.2066900000
Mobil,Otobus 4G,IETT-B5237,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Uskudar Cengelkoy Caddesi,ÜSKÜDAR,41.0502100000,29.0533600000
Mobil,Otobus 4G,IETT-B5069,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,018-Avcilar Menekse Sahil,AVCILAR,40.9807700000,28.7624300000
Mobil,Otobus 4G,IETT-M2124,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M4533,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Atasehir 3001 Caddesi,ATAŞEHİR,41.0037700000,29.0931400000
Otobus Duragi,Durak,038-Haciosman Metro Otobus Duragi,SARIYER,41.1403300000,29.0299100000
Mobil,Otobus 4G,IETT-B5155,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,Park,031-Uskudar Cengelkoy Havuzbasi Parki,ÜSKÜDAR,41.0465900000,29.0537400000
Mobil,Otobus 3G,IETT-K1616,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M5-11-Ihlamurkuyu,ÜMRANİYE,41.0194200000,29.1312800000
Tramvay Istasyonu,Istasyon,METRO T1-MERKEZEFENDI,ZEYTİNBURNU,41.0105500000,28.9095100000
Kultur Merkezi,KulturMerkezi,012-Basaksehir Kultur Merkezi,BAŞAKŞEHİR,41.1047800000,28.7855300000
Mobil,Otobus 4G,IETT-K1033,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Halic Park ve Bahceler Sefligi,EYÜPSULTAN,41.0585600000,28.9450200000
Mobil,Otobus 4G,IETT-M2180,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1135,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1180,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,ISBAK-Kucukcekmece Santiyesi,KÜÇÜKÇEKMECE,40.9870800000,28.7683300000
Hizmet Binasi,Bina,ISTAC-Kompost,EYÜPSULTAN,41.0383000000,28.6785600000
Mobil,Otobus 4G,IETT-B5194,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1131,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1756,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2286,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-A1872,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M3007,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3199,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-T1023,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2594,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B4012,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-CAPA,FATİH,41.0151400000,28.9334600000
Mobil,Otobus 4G,IETT-M2598,IETT Otobus,0.0000000000,0.0000000000
Sehir Hatlari Vapuru,Sehir Hatlari Vapuru,SH-NURETTINALPTOGAN-2,Sehir Hatlari Vapuru,0.0000000000,0.0000000000
Diger,AnadoluMeydan,018-Kozyatagi Istanbul Senin Yazilim Ofisi,KADIKÖY,40.9843200000,29.0908700000
Mobil,Belnet,IETT-BLNT-34FCZ801,Belnet Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2105,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4686,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1642,IETT Otobus,0.0000000000,0.0000000000
Kutuphane,Kutuphane,014-Rasim Ozden Oren Kutuphanesi,BAŞAKŞEHİR,41.1044300000,28.7855400000
Kultur Merkezi,KulturMerkezi,012-Necmettin Erbakan Kultur Merkezi,SULTANBEYLİ,40.9709800000,29.2586200000
Mobil,Otobus 4G,IETT-B5345,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO M2-Tren 36,METRO M2,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5054,IETT Otobus,0.0000000000,0.0000000000
Otobus Duragi,Durak,038-Uzuncayir Metrobus Duragi Girisi,KADIKÖY,40.9984500000,29.0555400000
Mobil,Metrobus,Metrobus-M4855,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-C1843,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5283,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4548,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1166,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1161,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1633,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1197,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Basaksehir Guvercintepe Bolgesel Istihdam Ofisi,BAŞAKŞEHİR,41.0680200000,28.7533400000
Mobil,Otobus 4G,IETT-O1153,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1148,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Maltepe Fevzi Cakmak IBB Kadin Birimi,MALTEPE,40.9274700000,29.1573300000
Koyler,Koy,070-Eyupsultan Isiklar Koyu Meydan,EYÜPSULTAN,41.2272100000,28.8262500000
Mobil,Otobus 4G,IETT-O1232,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1223,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1631,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2030,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1774,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Pendik Kurna Koyu Meydan,PENDİK,40.9553700000,29.3350600000
Mobil,Ulasim A.S.,IETT-A1623,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1227,IETT Otobus,0.0000000000,0.0000000000
Kultur Merkezi,KulturMerkezi,012-Tursucuzade Konagi,FATİH,41.0085400000,28.9782200000
Mobil,Ulasim A.S.,IETT-B1727,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4862,IETT Metrobus,0.0000000000,0.0000000000
Spor Tesisi,Spor,025-Sile Spor Kompleksi,ŞİLE,41.1550400000,29.5885100000
Mobil,Otobus 4G,IETT-M2093,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3244,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5139,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1208,IETT Otobus,0.0000000000,0.0000000000
Mobil,Belnet,IETT-BLNT-34FCZ682,Belnet Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Tuzla Sahil Itfaiye,TUZLA,40.8151700000,29.3117400000
Tramvay Istasyonu,Istasyon,METRO T1-GUNGOREN,GÜNGÖREN,41.0155200000,28.8772100000
Mobil,Otobus 3G,IETT-K1512,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5357,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O3269,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,ISADEM-Esenler,ESENLER,41.0445400000,28.8749400000
Sosyal Tesis,Sosyal,024-Kucukcekmece Selcuklu Sosyal Tesisleri,KÜÇÜKÇEKMECE,41.0447100000,28.7968700000
Mobil,Otobus 4G,IETT-O2212,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,ISADEM-Cekmekoy,ÇEKMEKÖY,41.0191300000,29.1870200000
Mobil,Otobus 3G,IETT-K1519,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-K1559,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-O5050,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-A5017,IETT Metrobus,0.0000000000,0.0000000000
Diger,Garaj,IETT Garaj-Kagithane-In,KAĞITHANE,41.0661600000,28.9631400000
Mobil,Otobus 3G,IETT-O3271,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1606,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-F4-Tren,BEŞİKTAŞ,41.0850000000,29.0458700000
Mobil,Otobus 4G,IETT-K1019,IETT Otobus,0.0000000000,0.0000000000
Koyler,Koy,070-Catalca Dagyenice Koyu Meydan,ÇATALCA,41.2715100000,28.4833100000
Mobil,Ulasim A.S.,IETT-B1643,IETT Otobus,0.0000000000,0.0000000000
Tramvay Istasyonu,Istasyon,METRO T1-BAGCILAR,BAĞCILAR,41.0327400000,28.8606500000
Mobil,Otobus 4G,IETT-B5037,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5328,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1176,IETT Otobus,0.0000000000,0.0000000000
Mobil,Ulasim A.S.,IETT-B1775,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Istanbul Planlama Ajansi Florya 1.Konut,BAKIRKÖY,40.9759200000,28.7866100000
Ismek,Ismek,ISMEK-Esenyurt,ESENYURT,41.0382900000,28.6785600000
Mobil,Otobus 4G,IETT-K1077,IETT Otobus,0.0000000000,0.0000000000
Kultur Merkezi,KulturMerkezi,012-Yahya Kemal Beyatli Kultur Merkezi,KÜÇÜKÇEKMECE,41.0304600000,28.8030300000
Mobil,Metrobus,Metrobus-M4677,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2009,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B4019,IETT Otobus,0.0000000000,0.0000000000
Yesil Alan,ParkBahceler,032-Beylikduzu Yakuplu Park Bahceler Sefligi,BEYLİKDÜZÜ,40.9835500000,28.6738200000
Kutuphane,Kutuphane,014-Taksim Sevgi Soysal Kutuphanesi,BEYOĞLU,41.0393600000,28.9855900000
Mobil,Otobus 4G,IETT-T1052,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2046,IETT Otobus,0.0000000000,0.0000000000
Mobil,Metrobus,Metrobus-M4889,IETT Metrobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1136,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3012,IETT Otobus,0.0000000000,0.0000000000
Diger,AnadoluMeydan,018-Maltepe Meydan,MALTEPE,40.9249300000,29.1311600000
Diger,AvrupaMeydan,018-Buyukcekmece Meydan,BÜYÜKÇEKMECE,41.0203600000,28.5781700000
Hizmet Binasi,Bina,IGDAS_Vatan,FATİH,41.0251800000,28.9307300000
Mobil,Otobus 4G,IETT-O2087,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Aksaray Beyaz Masa,FATİH,41.0116500000,28.9491800000
Mobil,Ulasim A.S.,IETT-B1876,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-M2058,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B5031,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1149,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2015,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1076,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1160,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O1249,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-B4002,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,061-Beylikduzu Yol Bakim,BEYLİKDÜZÜ,41.0350900000,28.6207500000
Mobil,Otobus 3G,IETT-O3108,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-O2177,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,METRO-M7-19-MahmutbeySor,BAĞCILAR,41.0551900000,28.8306100000
Mobil,Otobus 4G,IETT-O2188,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O2250,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Bina,001-Beyoglu IBB Zemin Istanbul,BEYOĞLU,41.0286600000,28.9749400000
Mobil,Otobus 3G,IETT-K1598,IETT Otobus,0.0000000000,0.0000000000
Hizmet Binasi,Itfaiye,007-Kagithane Itfaiye Komuta Merkezi,KAĞITHANE,41.0862300000,28.9649000000
Mobil,Otobus 4G,IETT-M2240,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 4G,IETT-K1248,IETT Otobus,0.0000000000,0.0000000000
Mobil,Otobus 3G,IETT-O3026,IETT Otobus,0.0000000000,0.0000000000
Diger,AvrupaMeydan,071-M2 Metro Sishane Istasyon Girisi,BEYOĞLU,41.0276300000,28.9714900000
Mobil,Ulasim A.S.,IETT-B1905,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Atakoy Eski Cinar Sokak,BAKIRKÖY,40.9836700000,28.8503500000
Mobil,Otobus 4G,IETT-K1200,IETT Otobus,0.0000000000,0.0000000000
Diger,Cadde,017-Zeytinburnu 10.Yil Caddesi Belgradkapi,ZEYTİNBURNU,40.9998500000,28.9199300000
